price,area,rooms,built,type,town,zip,centre_km,sold,quarter,date,lat,lon
3350000,200,5,2023,villa,Aarhus V,8210,3.9,2022,2022Q3,2022-08-07,56.161,10.149
2698000,101,4,1979,townhouse,Hasselager,8361,10.7,2022,2022Q3,2022-08-07,56.104,10.066
5500000,153,4,2004,villa,Egå,8250,10.2,2022,2022Q3,2022-08-07,56.229,10.311
3800000,154,5,1938,villa,Brabrand,8220,5.7,2022,2022Q3,2022-08-07,56.156,10.119
6350000,230,4,1968,villa,Egå,8250,7.2,2022,2022Q3,2022-08-07,56.208,10.282
4800000,132,5,1969,townhouse,Risskov,8240,3.4,2022,2022Q3,2022-08-08,56.187,10.22
4900000,209,5,2021,villa,Sabro,8471,16.4,2022,2022Q3,2022-08-08,56.225,9.976
3945000,163,5,1998,villa,Beder,8330,10.6,2022,2022Q3,2022-08-08,56.062,10.221
8445000,136,7,1935,villa,Aarhus N,8200,2.3,2022,2022Q3,2022-08-08,56.177,10.213
8300000,163,7,1948,villa,Risskov,8240,3.9,2022,2022Q3,2022-08-08,56.191,10.229
3300000,142,5,1972,villa,Tilst,8381,7.1,2022,2022Q3,2022-08-09,56.176,10.102
2849500,124,4,2023,townhouse,Aarhus N,8200,7.9,2022,2022Q3,2022-08-09,56.221,10.159
2849500,124,4,2023,townhouse,Aarhus N,8200,7.9,2022,2022Q3,2022-08-09,56.221,10.159
2850000,130,4,1972,villa,Brabrand,8220,5.8,2022,2022Q3,2022-08-09,56.167,10.12
4950000,134,5,1927,townhouse,Aarhus V,8210,3.5,2022,2022Q3,2022-08-09,56.17,10.16
1298000,54,2,1971,townhouse,Tranbjerg J,8310,8.2,2022,2022Q3,2022-08-09,56.09,10.153
3250000,127,4,1971,villa,Skødstrup,8541,15.1,2022,2022Q3,2022-08-10,56.28,10.313
3775000,91,3,1939,townhouse,Højbjerg,8270,4.1,2022,2022Q3,2022-08-10,56.121,10.197
3000000,120,4,2020,townhouse,Malling,8340,14.2,2022,2022Q3,2022-08-10,56.03,10.191
3925000,131,5,2017,villa,Solbjerg,8355,14.7,2022,2022Q3,2022-08-10,56.04,10.1
3850000,160,5,2021,villa,Solbjerg,8355,15.3,2022,2022Q3,2022-08-10,56.034,10.097
3485000,139,4,1997,villa,Tilst,8381,6.9,2022,2022Q3,2022-08-10,56.192,10.119
7450000,126,6,1936,villa,Viby J,8260,2.9,2022,2022Q3,2022-08-10,56.133,10.189
4175000,163,5,2023,villa,Trige,8380,11.3,2022,2022Q3,2022-08-11,56.255,10.16
2700000,92,3,1976,villa,Tilst,8381,7.2,2022,2022Q3,2022-08-11,56.176,10.1
5050000,130,4,1967,villa,Aarhus V,8210,3.4,2022,2022Q3,2022-08-11,56.164,10.158
4000000,147,5,1974,townhouse,Åbyhøj,8230,3.3,2022,2022Q3,2022-08-12,56.144,10.162
8495000,288,7,2023,villa,Risskov,8240,6.0,2022,2022Q3,2022-08-13,56.201,10.268
1780000,84,3,1985,townhouse,Tilst,8381,7.5,2022,2022Q3,2022-08-13,56.193,10.109
5162500,134,5,1968,townhouse,Risskov,8240,3.4,2022,2022Q3,2022-08-14,56.186,10.224
13300000,215,8,2017,villa,Risskov,8240,5.6,2022,2022Q3,2022-08-14,56.199,10.26
3200000,188,5,1900,townhouse,Malling,8340,13.5,2022,2022Q3,2022-08-14,56.036,10.24
4800000,150,4,1969,villa,Brabrand,8220,5.9,2022,2022Q3,2022-08-14,56.159,10.115
3350000,124,4,1978,villa,Mårslet,8320,11.0,2022,2022Q3,2022-08-14,56.063,10.156
3625000,159,6,1967,villa,Risskov,8240,5.2,2022,2022Q3,2022-08-14,56.202,10.227
5350000,127,5,1948,townhouse,Aarhus V,8210,2.0,2022,2022Q3,2022-08-15,56.166,10.183
2750000,135,5,1966,villa,Malling,8340,12.8,2022,2022Q3,2022-08-15,56.042,10.199
7407501,204,6,2021,villa,Risskov,8240,5.4,2022,2022Q3,2022-08-15,56.203,10.242
4595000,142,4,1975,villa,Lystrup,8520,9.0,2022,2022Q3,2022-08-15,56.235,10.246
2795000,135,4,1983,villa,Tilst,8381,6.1,2022,2022Q3,2022-08-16,56.177,10.119
2565000,97,4,1983,townhouse,Beder,8330,11.3,2022,2022Q3,2022-08-16,56.055,10.204
5925000,166,5,1980,villa,Højbjerg,8270,6.1,2022,2022Q3,2022-08-16,56.102,10.202
3285000,150,5,1971,villa,Skødstrup,8541,15.2,2022,2022Q3,2022-08-16,56.281,10.314
1340000,95,4,1862,townhouse,Sabro,8471,12.7,2022,2022Q3,2022-08-16,56.188,10.014
2900000,113,4,1983,villa,Viby J,8260,6.3,2022,2022Q3,2022-08-17,56.127,10.124
7400000,182,4,1962,villa,Åbyhøj,8230,3.1,2022,2022Q3,2022-08-17,56.152,10.161
3095000,113,4,2005,townhouse,Skødstrup,8541,13.8,2022,2022Q3,2022-08-17,56.26,10.334
4250000,151,5,2018,villa,Skødstrup,8541,14.8,2022,2022Q3,2022-08-17,56.275,10.322
8300000,184,6,2011,villa,Højbjerg,8270,4.0,2022,2022Q3,2022-08-17,56.122,10.194
2030000,103,4,1985,townhouse,Viby J,8260,6.1,2022,2022Q3,2022-08-17,56.126,10.13
7800000,165,6,1951,villa,Højbjerg,8270,3.9,2022,2022Q3,2022-08-17,56.124,10.19
5025000,90,5,1948,townhouse,Højbjerg,8270,4.7,2022,2022Q3,2022-08-17,56.115,10.198
2700000,92,3,2015,villa,Aarhus N,8200,7.7,2022,2022Q3,2022-08-18,56.221,10.168
2650000,96,3,1961,villa,Egå,8250,9.6,2022,2022Q3,2022-08-18,56.231,10.288
2075000,130,4,1963,villa,Tilst,8381,7.4,2022,2022Q3,2022-08-18,56.194,10.112
2636309,107,4,1991,townhouse,Lystrup,8520,8.6,2022,2022Q3,2022-08-18,56.233,10.229
2636309,107,4,1991,townhouse,Lystrup,8520,8.6,2022,2022Q3,2022-08-18,56.234,10.229
2587032,105,4,1991,townhouse,Lystrup,8520,8.6,2022,2022Q3,2022-08-18,56.233,10.23
2562394,104,4,1991,townhouse,Lystrup,8520,8.6,2022,2022Q3,2022-08-18,56.234,10.229
2902000,132,6,1978,villa,Hasselager,8361,10.4,2022,2022Q3,2022-08-18,56.103,10.072
2025000,210,7,1870,villa,Viby J,8260,10.1,2022,2022Q3,2022-08-18,56.125,10.058
4160000,168,4,1959,villa,Højbjerg,8270,4.4,2022,2022Q3,2022-08-19,56.117,10.2
2587032,105,4,1991,townhouse,Lystrup,8520,8.6,2022,2022Q3,2022-08-19,56.233,10.229
2587032,105,4,1991,townhouse,Lystrup,8520,8.6,2022,2022Q3,2022-08-19,56.233,10.229
3900000,203,6,1969,villa,Brabrand,8220,5.2,2022,2022Q3,2022-08-19,56.159,10.127
2587032,105,4,1991,townhouse,Lystrup,8520,8.6,2022,2022Q3,2022-08-20,56.233,10.23
2648000,123,4,1969,villa,Viby J,8260,6.7,2022,2022Q3,2022-08-20,56.11,10.144
2562394,104,4,1991,townhouse,Lystrup,8520,8.6,2022,2022Q3,2022-08-20,56.233,10.229
2636309,107,4,1991,townhouse,Lystrup,8520,8.6,2022,2022Q3,2022-08-20,56.233,10.229
2636309,107,4,1991,townhouse,Lystrup,8520,8.6,2022,2022Q3,2022-08-20,56.234,10.229
2587032,105,4,1991,townhouse,Lystrup,8520,8.6,2022,2022Q3,2022-08-20,56.234,10.229
2562394,104,4,1991,townhouse,Lystrup,8520,8.6,2022,2022Q3,2022-08-20,56.234,10.229
6050000,257,7,2022,villa,Skødstrup,8541,15.5,2022,2022Q3,2022-08-20,56.283,10.314
2450000,108,4,1964,villa,Mårslet,8320,7.5,2022,2022Q3,2022-08-20,56.09,10.19
5400000,171,7,1969,villa,Aarhus V,8210,3.3,2022,2022Q3,2022-08-21,56.164,10.159
3170000,91,3,1954,villa,Hasselager,8361,9.0,2022,2022Q3,2022-08-21,56.104,10.1
2636309,107,4,1991,townhouse,Lystrup,8520,8.6,2022,2022Q3,2022-08-21,56.234,10.228
3575000,111,5,1964,villa,Brabrand,8220,7.9,2022,2022Q3,2022-08-21,56.149,10.084
4200000,156,5,2008,villa,Harlev J,8462,13.5,2022,2022Q3,2022-08-22,56.141,9.994
5750000,214,6,2011,villa,Tilst,8381,6.4,2022,2022Q3,2022-08-22,56.191,10.128
2562394,104,4,1991,townhouse,Lystrup,8520,8.6,2022,2022Q3,2022-08-22,56.233,10.229
2636309,107,4,1991,townhouse,Lystrup,8520,8.6,2022,2022Q3,2022-08-22,56.233,10.23
3273000,132,3,2015,townhouse,Hjortshøj,8530,10.0,2022,2022Q3,2022-08-22,56.241,10.267
2587032,105,4,1991,townhouse,Lystrup,8520,8.6,2022,2022Q3,2022-08-22,56.234,10.229
1695000,110,4,1900,villa,Malling,8340,13.2,2022,2022Q3,2022-08-22,56.039,10.196
3010000,112,4,2006,townhouse,Skødstrup,8541,15.6,2022,2022Q3,2022-08-22,56.281,10.327
2636309,107,4,1991,townhouse,Lystrup,8520,8.6,2022,2022Q3,2022-08-22,56.233,10.229
2998000,134,4,1872,townhouse,Skødstrup,8541,13.0,2022,2022Q3,2022-08-22,56.261,10.307
5750000,167,6,2018,villa,Egå,8250,11.7,2022,2022Q3,2022-08-23,56.24,10.326
2435000,100,4,1980,townhouse,Hasselager,8361,10.8,2022,2022Q3,2022-08-23,56.103,10.066
5300000,136,4,1970,villa,Risskov,8240,3.7,2022,2022Q3,2022-08-23,56.188,10.229
5200000,195,5,2004,villa,Brabrand,8220,6.9,2022,2022Q3,2022-08-23,56.16,10.099
3500000,143,5,1957,villa,Risskov,8240,4.9,2022,2022Q3,2022-08-23,56.198,10.237
3850000,163,7,1962,villa,Skødstrup,8541,14.3,2022,2022Q3,2022-08-23,56.273,10.307
6479306,191,5,2023,villa,Mårslet,8320,9.4,2022,2022Q3,2022-08-23,56.076,10.166
3750000,127,5,2000,villa,Tilst,8381,6.7,2022,2022Q3,2022-08-23,56.191,10.122
2995000,40,1,2019,villa,Aarhus C,8000,1.3,2022,2022Q3,2022-08-23,56.163,10.228
5900000,132,5,1903,townhouse,Åbyhøj,8230,2.4,2022,2022Q3,2022-08-23,56.155,10.171
6450000,121,3,1940,villa,Åbyhøj,8230,3.4,2022,2022Q3,2022-08-23,56.15,10.158
1325000,97,6,1928,villa,Solbjerg,8355,15.7,2022,2022Q3,2022-08-23,56.026,10.115
12800000,246,7,1926,villa,Aarhus C,8000,3.4,2022,2022Q3,2022-08-23,56.126,10.21
4900000,115,5,1957,townhouse,Aarhus V,8210,3.1,2022,2022Q3,2022-08-23,56.165,10.163
3125000,131,5,2008,townhouse,Skødstrup,8541,13.0,2022,2022Q3,2022-08-24,56.261,10.305
2795000,146,4,1984,villa,Hjortshøj,8530,15.0,2022,2022Q3,2022-08-24,56.291,10.215
4150000,125,5,1964,townhouse,Brabrand,8220,5.4,2022,2022Q3,2022-08-24,56.156,10.123
1400000,100,3,1965,villa,Trige,8380,15.4,2022,2022Q3,2022-08-25,56.291,10.152
2950000,88,3,1985,townhouse,Lystrup,8520,9.9,2022,2022Q3,2022-08-25,56.245,10.231
2100000,112,8,1973,villa,Hasselager,8361,9.1,2022,2022Q3,2022-08-25,56.104,10.097
7400000,172,6,1999,villa,Risskov,8240,5.1,2022,2022Q3,2022-08-25,56.198,10.248
2525000,178,6,1906,villa,Harlev J,8462,13.1,2022,2022Q3,2022-08-25,56.143,10.0
4100000,132,5,1984,villa,Lystrup,8520,10.5,2022,2022Q3,2022-08-25,56.25,10.241
3450000,114,4,1981,villa,Lystrup,8520,10.3,2022,2022Q3,2022-08-25,56.248,10.242
6800000,123,5,1934,villa,Åbyhøj,8230,3.2,2022,2022Q3,2022-08-25,56.151,10.16
3050000,100,3,1969,villa,Viby J,8260,4.4,2022,2022Q3,2022-08-25,56.125,10.17
2900000,92,3,1985,townhouse,Aarhus N,8200,3.4,2022,2022Q3,2022-08-27,56.179,10.174
1550000,100,4,1984,townhouse,Solbjerg,8355,15.2,2022,2022Q3,2022-08-27,56.04,10.084
2998000,144,5,1981,townhouse,Tranbjerg J,8310,8.3,2022,2022Q3,2022-08-27,56.089,10.154
4350000,83,3,1939,villa,Aarhus N,8200,2.2,2022,2022Q3,2022-08-28,56.176,10.213
3700000,140,5,1986,villa,Hasselager,8361,9.4,2022,2022Q3,2022-08-28,56.108,10.087
3960000,145,4,2007,townhouse,Mårslet,8320,11.1,2022,2022Q3,2022-08-28,56.06,10.16
2035000,116,4,1912,villa,Malling,8340,13.0,2022,2022Q3,2022-08-28,56.04,10.194
2925000,130,5,2016,townhouse,Hasselager,8361,10.8,2022,2022Q3,2022-08-28,56.107,10.061
4250000,126,5,2018,townhouse,Risskov,8240,5.5,2022,2022Q3,2022-08-28,56.205,10.234
2290000,97,4,1986,townhouse,Lystrup,8520,9.5,2022,2022Q3,2022-08-29,56.241,10.241
4900000,157,6,1961,villa,Egå,8250,8.6,2022,2022Q3,2022-08-29,56.219,10.294
3798000,123,5,2014,townhouse,Viby J,8260,7.2,2022,2022Q3,2022-08-29,56.131,10.104
7625000,140,5,1927,villa,Åbyhøj,8230,3.5,2022,2022Q3,2022-08-29,56.153,10.154
4400000,162,6,1969,villa,Aarhus N,8200,2.8,2022,2022Q3,2022-08-29,56.178,10.185
3400000,130,4,2019,townhouse,Mårslet,8320,11.2,2022,2022Q3,2022-08-29,56.061,10.154
6000000,193,11,1944,villa,Aarhus C,8000,2.6,2022,2022Q3,2022-08-29,56.137,10.19
4395000,126,5,1949,villa,Aarhus V,8210,3.3,2022,2022Q3,2022-08-29,56.178,10.175
1995000,95,3,1961,townhouse,Lystrup,8520,8.5,2022,2022Q3,2022-08-29,56.233,10.229
4700000,152,6,1977,villa,Aarhus V,8210,2.2,2022,2022Q3,2022-08-29,56.168,10.181
4180000,147,5,1977,townhouse,Åbyhøj,8230,3.5,2022,2022Q3,2022-08-29,56.145,10.159
3900000,209,6,1973,villa,Lystrup,8520,9.2,2022,2022Q3,2022-08-29,56.24,10.214
2795000,103,4,1986,townhouse,Aarhus N,8200,2.9,2022,2022Q3,2022-08-29,56.178,10.186
2375000,92,4,1976,townhouse,Tilst,8381,7.2,2022,2022Q3,2022-08-29,56.175,10.099
6095000,112,4,1965,villa,Aarhus N,8200,2.3,2022,2022Q3,2022-08-30,56.178,10.212
2420000,115,4,1983,townhouse,Harlev J,8462,13.3,2022,2022Q3,2022-08-30,56.139,9.998
3700000,169,4,1930,townhouse,Aarhus N,8200,4.8,2022,2022Q3,2022-08-30,56.189,10.158
3750000,155,6,1965,villa,Brabrand,8220,5.3,2022,2022Q3,2022-08-30,56.161,10.125
5300000,192,5,2019,villa,Solbjerg,8355,15.0,2022,2022Q3,2022-08-30,56.038,10.097
3690000,199,9,1964,villa,Hasselager,8361,8.9,2022,2022Q3,2022-08-30,56.108,10.096
2695000,102,4,1987,townhouse,Beder,8330,11.2,2022,2022Q3,2022-08-30,56.056,10.208
3198000,119,4,1800,villa,Tilst,8381,7.2,2022,2022Q3,2022-08-31,56.192,10.113
3150000,107,4,1986,townhouse,Aarhus N,8200,3.9,2022,2022Q3,2022-08-31,56.19,10.192
6750000,167,5,2011,villa,Viby J,8260,7.3,2022,2022Q3,2022-08-31,56.132,10.102
1950000,91,3,1987,townhouse,Trige,8380,11.6,2022,2022Q3,2022-08-31,56.253,10.139
3000000,211,8,1796,villa,Trige,8380,16.2,2022,2022Q3,2022-09-01,56.298,10.147
4800000,156,5,1969,villa,Åbyhøj,8230,3.5,2022,2022Q3,2022-09-01,56.158,10.154
3195000,141,5,1985,villa,Harlev J,8462,13.6,2022,2022Q3,2022-09-01,56.147,9.992
1595000,100,4,2003,townhouse,Hjortshøj,8530,14.1,2022,2022Q3,2022-09-01,56.283,10.218
3000000,76,3,2010,townhouse,Åbyhøj,8230,3.8,2022,2022Q3,2022-09-01,56.159,10.15
3998000,153,5,1975,townhouse,Åbyhøj,8230,3.4,2022,2022Q3,2022-09-01,56.145,10.161
6900000,178,6,1933,villa,Åbyhøj,8230,2.7,2022,2022Q3,2022-09-01,56.157,10.168
2775000,100,4,1972,villa,Tilst,8381,6.8,2022,2022Q3,2022-09-01,56.177,10.107
9600000,220,11,1929,villa,Aarhus N,8200,1.8,2022,2022Q3,2022-09-01,56.172,10.22
3895000,145,5,2001,villa,Hasselager,8361,9.4,2022,2022Q3,2022-09-02,56.11,10.084
6595000,180,6,1958,villa,Risskov,8240,5.5,2022,2022Q3,2022-09-02,56.203,10.241
2200000,110,4,1965,villa,Malling,8340,13.9,2022,2022Q3,2022-09-02,56.032,10.191
5400000,129,5,2014,townhouse,Risskov,8240,3.2,2022,2022Q3,2022-09-03,56.185,10.224
7200000,158,6,1908,villa,Viby J,8260,3.5,2022,2022Q3,2022-09-03,56.132,10.176
4100000,143,5,1976,villa,Egå,8250,10.2,2022,2022Q3,2022-09-04,56.233,10.3
4175000,163,6,2023,villa,Trige,8380,11.3,2022,2022Q3,2022-09-04,56.255,10.162
4595000,118,4,2002,townhouse,Højbjerg,8270,6.6,2022,2022Q3,2022-09-04,56.097,10.217
2895000,89,3,1984,townhouse,Risskov,8240,5.0,2022,2022Q3,2022-09-04,56.202,10.209
4950000,132,6,1927,villa,Aarhus V,8210,2.1,2022,2022Q3,2022-09-04,56.165,10.18
2340000,130,5,1961,villa,Tranbjerg J,8310,7.2,2022,2022Q3,2022-09-05,56.104,10.142
2535000,104,3,1964,villa,Lystrup,8520,9.4,2022,2022Q3,2022-09-05,56.241,10.199
4175000,163,5,2023,villa,Trige,8380,11.4,2022,2022Q3,2022-09-05,56.255,10.16
5950000,200,6,2022,villa,Mårslet,8320,11.4,2022,2022Q3,2022-09-05,56.058,10.163
4450000,133,4,1963,villa,Åbyhøj,8230,3.8,2022,2022Q3,2022-09-05,56.152,10.149
3950000,112,4,1971,villa,Aarhus N,8200,3.0,2022,2022Q3,2022-09-06,56.179,10.183
3400000,127,4,1986,townhouse,Aarhus N,8200,3.9,2022,2022Q3,2022-09-06,56.19,10.192
2850000,113,5,1936,villa,Hjortshøj,8530,10.2,2022,2022Q3,2022-09-06,56.243,10.264
11350000,189,5,1938,villa,Højbjerg,8270,4.0,2022,2022Q3,2022-09-06,56.122,10.195
5240000,157,5,1970,villa,Brabrand,8220,7.9,2022,2022Q3,2022-09-06,56.151,10.084
2900000,134,4,2010,townhouse,Solbjerg,8355,14.3,2022,2022Q3,2022-09-07,56.047,10.091
3330000,185,7,1900,villa,Skødstrup,8541,16.0,2022,2022Q3,2022-09-07,56.299,10.247
2750000,117,4,1981,townhouse,Malling,8340,12.9,2022,2022Q3,2022-09-07,56.041,10.202
3475000,110,3,2008,townhouse,Egå,8250,6.9,2022,2022Q3,2022-09-08,56.211,10.264
3100000,107,4,1961,villa,Åbyhøj,8230,3.4,2022,2022Q3,2022-09-08,56.146,10.16
3300000,190,5,2023,villa,Egå,8250,11.0,2022,2022Q3,2022-09-08,56.234,10.321
4895000,155,6,1969,villa,Brabrand,8220,5.6,2022,2022Q3,2022-09-08,56.16,10.12
7420000,148,4,1926,villa,Viby J,8260,3.3,2022,2022Q3,2022-09-08,56.133,10.179
4400000,159,5,2004,villa,Mårslet,8320,9.6,2022,2022Q3,2022-09-09,56.074,10.162
9350000,171,4,1936,villa,Viby J,8260,2.7,2022,2022Q3,2022-09-10,56.135,10.189
5025000,146,6,1932,villa,Viby J,8260,4.8,2022,2022Q3,2022-09-10,56.124,10.161
4398000,124,4,2002,townhouse,Højbjerg,8270,6.7,2022,2022Q3,2022-09-10,56.097,10.216
4150000,166,5,2016,villa,Trige,8380,15.4,2022,2022Q3,2022-09-11,56.292,10.153
2200000,202,7,1927,villa,Hasselager,8361,8.0,2022,2022Q3,2022-09-11,56.111,10.11
4900000,154,4,1960,villa,Højbjerg,8270,4.0,2022,2022Q3,2022-09-11,56.123,10.188
4000000,230,6,2023,villa,Aarhus V,8210,2.9,2022,2022Q3,2022-09-11,56.162,10.164
7000000,143,5,1988,villa,Højbjerg,8270,4.7,2022,2022Q3,2022-09-11,56.114,10.22
4200000,161,7,1938,villa,Aarhus V,8210,3.0,2022,2022Q3,2022-09-12,56.169,10.167
2925000,109,5,1956,villa,Brabrand,8220,5.1,2022,2022Q3,2022-09-12,56.153,10.128
3040000,97,4,2001,townhouse,Aarhus V,8210,4.6,2022,2022Q3,2022-09-12,56.17,10.141
2900000,109,3,2012,townhouse,Malling,8340,14.2,2022,2022Q3,2022-09-12,56.029,10.188
6850000,107,4,1887,townhouse,Aarhus C,8000,1.2,2022,2022Q3,2022-09-13,56.147,10.201
2800000,130,4,1962,villa,Viby J,8260,6.4,2022,2022Q3,2022-09-13,56.128,10.121
2470000,110,4,1962,villa,Risskov,8240,3.1,2022,2022Q3,2022-09-13,56.184,10.217
2800000,105,4,1991,townhouse,Lystrup,8520,8.6,2022,2022Q3,2022-09-14,56.233,10.229
5100000,130,8,1964,villa,Højbjerg,8270,4.4,2022,2022Q3,2022-09-14,56.117,10.209
6325000,156,6,1971,villa,Egå,8250,7.8,2022,2022Q3,2022-09-14,56.213,10.286
2500000,86,6,1900,villa,Brabrand,8220,6.9,2022,2022Q3,2022-09-14,56.154,10.1
8430000,188,5,1955,villa,Højbjerg,8270,5.0,2022,2022Q3,2022-09-15,56.112,10.208
4570000,163,5,2015,villa,Malling,8340,12.5,2022,2022Q3,2022-09-15,56.045,10.193
3975000,176,5,1978,villa,Lystrup,8520,9.7,2022,2022Q3,2022-09-15,56.243,10.236
4250000,196,7,1995,villa,Beder,8330,10.4,2022,2022Q3,2022-09-15,56.064,10.22
4877500,162,5,1962,villa,Højbjerg,8270,4.6,2022,2022Q3,2022-09-15,56.119,10.183
2345000,130,4,1970,villa,Solbjerg,8355,15.6,2022,2022Q3,2022-09-16,56.041,10.07
3100000,120,4,2003,townhouse,Skødstrup,8541,13.4,2022,2022Q3,2022-09-17,56.266,10.303
3000000,135,5,1980,villa,Tranbjerg J,8310,9.6,2022,2022Q3,2022-09-18,56.09,10.114
3600000,127,4,1969,villa,Risskov,8240,5.6,2022,2022Q3,2022-09-18,56.207,10.22
3800000,80,3,1950,villa,Aarhus V,8210,2.8,2022,2022Q3,2022-09-18,56.164,10.167
3600000,157,6,2022,villa,Sabro,8471,10.3,2022,2022Q3,2022-09-19,56.203,10.067
3250000,73,2,1950,townhouse,Aarhus V,8210,2.1,2022,2022Q3,2022-09-19,56.168,10.184
2600000,120,5,2013,townhouse,Hasselager,8361,8.6,2022,2022Q3,2022-09-19,56.113,10.096
1733333,107,4,1991,townhouse,Lystrup,8520,8.6,2022,2022Q3,2022-09-19,56.234,10.229
4460000,216,5,1920,villa,Sabro,8471,18.4,2022,2022Q3,2022-09-19,56.241,9.956
5900000,130,5,1956,villa,Højbjerg,8270,4.7,2022,2022Q3,2022-09-19,56.115,10.219
2885000,140,5,1974,villa,Skødstrup,8541,13.7,2022,2022Q3,2022-09-19,56.267,10.308
13200000,210,7,1927,villa,Risskov,8240,5.7,2022,2022Q3,2022-09-19,56.199,10.262
2125000,100,3,2005,townhouse,Trige,8380,11.4,2022,2022Q3,2022-09-19,56.251,10.136
1000000,375,11,1881,villa,Viby J,8260,4.2,2022,2022Q3,2022-09-19,56.129,10.165
2900000,110,4,1975,villa,Mårslet,8320,9.6,2022,2022Q3,2022-09-20,56.077,10.151
1675000,69,3,2004,townhouse,Tilst,8381,6.9,2022,2022Q3,2022-09-20,56.184,10.111
3100000,95,3,1985,townhouse,Aarhus N,8200,3.4,2022,2022Q3,2022-09-20,56.179,10.174
1825000,84,3,1985,townhouse,Tilst,8381,7.5,2022,2022Q3,2022-09-20,56.193,10.109
5080000,119,5,1949,townhouse,Aarhus N,8200,2.3,2022,2022Q3,2022-09-20,56.176,10.196
2350000,123,4,1900,villa,Skødstrup,8541,13.1,2022,2022Q3,2022-09-20,56.263,10.303
4495000,189,4,2009,villa,Solbjerg,8355,14.3,2022,2022Q3,2022-09-20,56.045,10.098
2998000,115,4,1978,villa,Tilst,8381,7.2,2022,2022Q3,2022-09-21,56.179,10.102
2750000,133,5,1969,villa,Brabrand,8220,5.0,2022,2022Q3,2022-09-21,56.162,10.13
1500000,162,5,1860,villa,Sabro,8471,15.7,2022,2022Q3,2022-09-21,56.22,9.984
5935000,109,4,1934,townhouse,Højbjerg,8270,4.9,2022,2022Q3,2022-09-21,56.113,10.205
6500000,145,5,1939,villa,Aarhus C,8000,1.7,2022,2022Q3,2022-09-21,56.167,10.192
4200000,240,6,1972,villa,Brabrand,8220,5.5,2022,2022Q3,2022-09-21,56.163,10.122
3100000,130,4,1972,villa,Skødstrup,8541,13.4,2022,2022Q3,2022-09-22,56.265,10.305
4850000,132,5,1969,townhouse,Risskov,8240,3.3,2022,2022Q3,2022-09-22,56.186,10.22
4325000,140,5,2017,townhouse,Egå,8250,7.0,2022,2022Q3,2022-09-22,56.213,10.264
3900000,130,3,1987,villa,Tranbjerg J,8310,8.8,2022,2022Q3,2022-09-22,56.097,10.117
2200000,97,4,1985,townhouse,Beder,8330,11.2,2022,2022Q3,2022-09-23,56.056,10.206
4540000,68,4,1874,townhouse,Aarhus C,8000,1.3,2022,2022Q3,2022-09-23,56.148,10.197
3862500,137,5,2001,villa,Tilst,8381,6.7,2022,2022Q3,2022-09-25,56.191,10.122
3800000,153,5,1997,villa,Beder,8330,10.6,2022,2022Q3,2022-09-25,56.062,10.217
2675000,104,4,1927,villa,Malling,8340,13.4,2022,2022Q3,2022-09-25,56.037,10.196
2250000,61,3,1990,townhouse,Aarhus N,8200,3.4,2022,2022Q3,2022-09-25,56.18,10.174
5200000,144,6,1960,villa,Risskov,8240,4.7,2022,2022Q3,2022-09-25,56.197,10.232
3000000,170,7,1968,villa,Tilst,8381,7.6,2022,2022Q3,2022-09-25,56.194,10.108
6350000,135,4,1979,villa,Højbjerg,8270,5.9,2022,2022Q3,2022-09-25,56.103,10.212
6950000,110,5,1936,villa,Viby J,8260,2.8,2022,2022Q3,2022-09-25,56.136,10.184
3660000,119,4,1978,townhouse,Aarhus V,8210,2.5,2022,2022Q3,2022-09-26,56.165,10.172
5800000,182,5,2007,villa,Brabrand,8220,7.3,2022,2022Q3,2022-09-26,56.158,10.094
3735000,129,4,2002,villa,Malling,8340,13.1,2022,2022Q3,2022-09-26,56.039,10.205
4000000,120,4,1971,villa,Aarhus V,8210,3.5,2022,2022Q3,2022-09-26,56.175,10.165
3450000,148,5,2016,townhouse,Lystrup,8520,9.0,2022,2022Q3,2022-09-27,56.237,10.193
4925000,116,5,1933,villa,Åbyhøj,8230,3.5,2022,2022Q3,2022-09-27,56.153,10.154
3350000,123,4,1969,villa,Aarhus V,8210,3.6,2022,2022Q3,2022-09-27,56.176,10.164
3515000,148,5,2016,townhouse,Lystrup,8520,8.9,2022,2022Q3,2022-09-28,56.236,10.192
2995000,105,4,2018,townhouse,Mårslet,8320,11.3,2022,2022Q3,2022-09-28,56.058,10.166
3695000,143,5,1986,villa,Hasselager,8361,9.3,2022,2022Q3,2022-09-28,56.109,10.087
3100000,157,5,1970,villa,Hjortshøj,8530,10.7,2022,2022Q3,2022-09-28,56.248,10.264
17300000,337,10,1912,villa,Aarhus C,8000,1.9,2022,2022Q3,2022-09-28,56.14,10.202
2225000,63,3,1990,townhouse,Aarhus N,8200,3.4,2022,2022Q3,2022-09-28,56.179,10.173
4750000,168,5,1912,villa,Brabrand,8220,6.3,2022,2022Q3,2022-09-28,56.158,10.108
3475000,125,4,1966,villa,Mårslet,8320,10.7,2022,2022Q3,2022-09-29,56.065,10.158
1500000,165,4,1962,villa,Solbjerg,8355,15.6,2022,2022Q3,2022-09-29,56.038,10.079
2865000,136,5,1972,villa,Tranbjerg J,8310,9.0,2022,2022Q3,2022-09-29,56.089,10.131
